date,population,treatment,indiv,flask,species,bbch.t,percent.t,count.t,bbch.l,percent.l,bbch2.l,percent2.l,bbch3.l,percent3.l,bud.count,flowering,bbch4.l,percent4.l,
14,sm,LHL,NA,17,riblac,1,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
14,sm,LHL,NA,17,loninv,1,60,3,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
14,sm,LHL,NA,17,vibedu,9,25,4,7,100,NA,NA,NA,NA,NA,NA,7,75,
14,sm,LHL,NA,16,alnvir,0,100,3,0,100,NA,NA,NA,NA,11,NA,NA,NA,
14,sm,LHL,NA,16,riblac,0,100,5,0,100,NA,NA,NA,NA,32,NA,NA,NA,
14,sm,LHL,NA,16,vibedu,9,66,3,9,15,7,15,3,70,13,NA,NA,NA,
14,sm,LHL,NA,12,amealn,32,100,2,3,30,1,30,0,40,7,NA,NA,NA,
14,sm,LHL,NA,12,alninc,1,100,1,1,20,0,80,NA,NA,10,NA,NA,NA,
14,sm,LHL,NA,12,sorsco,0,100,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
14,sm,LHL,NA,12,vibedu,3,100,2,9,15,7,15,3,70,14,NA,NA,NA,
14,sm,LHL,NA,32,loninv,3,100,1,1,100,NA,NA,NA,NA,10,NA,NA,NA,
14,sm,LHL,NA,32,poptre,0,100,3,0,100,NA,NA,NA,NA,NA,NA,NA,NA,
14,sm,LHL,NA,32,vibedu,9,85,6,9,40,7,10,3,50,8,NA,7,15,
